#     x (arcsec)      y (arcsec)              g1              g2               z
        467.2720       -628.1992         -0.2463          0.6428           4.118
        325.0048       -408.5785         -0.1764         -0.3820           2.066
         17.5109        749.2353          0.5814          0.3438           5.228
       -195.8139       -885.8424         -0.5850         -0.4499           1.914
         90.3963       -873.9828         -0.0265          0.2319           2.084
         -4.7389        773.8886         -0.3470          0.1302           2.491
        783.3011       -304.5141         -0.1285         -0.1512           0.848
       -537.3281        607.2803          0.1532          0.5152           1.985
       -337.6824        -56.4206         -0.6435         -0.4699           3.584
         39.4842        278.4806          0.0362         -0.3017           1.006
       -838.2162        136.9240         -0.2502         -0.1158           5.410
        535.6260        762.0035          0.3990         -0.3667           1.289
       -480.6612        265.8313         -0.0689          0.0435           2.495
        528.7181         73.4655         -0.4975          0.5266           1.603
        874.6924       -827.6916         -0.3370         -0.1891           4.483
        608.2304        648.8000          0.1064         -0.5201           3.329
        738.1302        834.5697          0.5307         -0.5305           4.535
        348.7228       -406.3437         -0.2160         -0.5412           0.660
        -86.4361        759.5198          0.1051          0.1026           1.992
       -489.8484       -708.2830         -0.0254          0.0536           1.038
       -289.1634        651.1777          0.2338         -0.1337           5.605
        -55.0373       -619.4076          0.5153          0.2302           3.112
        -71.5905       -798.7995         -0.0847         -0.0244           4.625
        376.2949         62.1046         -0.2666         -0.4213           1.845
        658.6494       -132.6221         -0.5118         -0.2832           1.476
        383.5764        614.1061          0.0553         -0.1762           4.399
        833.0846       -666.6559         -0.0013          0.4021           3.850
         -7.4036        858.5452          0.1283          0.0915           5.289
        689.8090        335.5545         -0.2682         -0.0030           0.767
        627.6881       -224.8429         -0.1777          0.0519           5.140
       -462.9342        872.8036         -0.1634         -0.2008           4.761
       -181.2675        777.5030         -0.0343          0.5189           2.652
        664.7678        598.5577         -0.0245         -0.4197           5.218
        706.5613        -36.7437         -0.0178          0.1067           1.635
       -613.5299       -688.3074         -0.7540         -0.1291           3.336
       -774.4100        838.2170         -0.4382          0.2621           1.930
       -787.9405       -619.2133         -0.0057         -0.5328           5.354
       -252.1442         15.5679         -0.4515         -0.3470           2.604
        160.8591       -555.6088         -0.0649          0.0719           4.040
        401.0150         59.4924         -0.4331          0.0237           0.539
       -225.4082        411.0809          0.1743         -0.2087           1.850
        179.5440        -97.5472         -0.1493          0.1782           3.085
       -135.3746       -756.9111          0.1011         -0.0640           2.148
       -169.4197       -743.2886         -0.5923         -0.1535           5.329
        836.1664       -684.2906         -0.6198         -0.4803           5.870
